model,ybase,lag,ytransform,dtransform,mtransform,sample_rule,yvar,dvar,mvar,N,beta_b,beta_se,beta_p,path1_b,path1_se,path1_p,path2_b,path2_se,path2_p,direct_b,direct_se,direct_p,attenuation,r2w,theory10,theory05,path1_theory,path2_theory,beta_theory,beta_sig,path1_sig,path2_sig
moderator,pat_invent_apply,F1,count,raw,raw,no_covid_denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,215,2375.8433,1520.299,.1221604,.039646314633664,.028478032,.167827,174.5880866517682,3216.5935,.95685297,2308.600203738033,1467.796,.11980495,67.24295714148684,.22129606,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,winsor,denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,299,3077.6565,1916.4631,.11218674,-.1109505870279387,.063794352,.085800074,-402.0911117275168,2122.2954,.8502059,3033.044192979661,1815.7981,.098707356,44.61224488487869,.20609343,0,0,1,0,0,,*,
moderator,pat_invent_apply,F1,count,raw,winsor,denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,299,3077.6565,1916.4631,.11218674,.0191694444417554,.025254043,.45001736,1013.744563836921,3738.4304,.7869513,3001.003022319969,1821.9609,.10340611,76.65341554457063,.20633547,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,winsor,denom_ge3,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,250,3892.7141,2202.4312,.081572264,-.0380235436297039,.088659428,.66935241,1185.034935348785,2841.7688,.6779685,3937.773281019443,2181.0061,.075361155,-45.05922756695009,.26578072,0,0,0,0,0,*,,
moderator,pat_invent_apply,F1,count,raw,winsor,denom_ge3,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,250,3892.7141,2202.4312,.081572264,.0306542553165394,.024959154,.22355355,-12552.0957364154,6774.1465,.068167321,4402.580468426519,2313.4438,.06120782,-509.8664149740257,.28042272,0,0,0,0,0,*,,*
mediated,pat_invent_apply,F1,count,raw,winsor,interior,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,223,3334.884,2369.9954,.16430429,-.0916345174398389,.06689997,.17563543,-869.8343100170282,4181.3232,.83587778,3255.177294412237,2257.5945,.15428945,79.70684725101682,.27328104,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,winsor,interior,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,223,3334.884,2369.9954,.16430429,.0040391239588007,.019838339,.83932084,-19784.93127176084,9822.2627,.048252739,4339.017369966238,2726.4424,.11651244,-1004.133228302984,.3000204,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,raw,winsor,interior_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,182,6930.5698,5660.0962,.2256449,-.1734372107410635,.081380628,.037250619,924.8209758106115,4900.5518,.85096169,7090.968341074766,5419.8433,.19583395,-160.3983704794155,.31318602,0,0,1,0,0,,**,
moderator,pat_invent_apply,F1,count,raw,winsor,interior_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,182,6930.5698,5660.0962,.2256449,.0325008793627482,.064039715,.61368805,-37154.95886231277,16395.625,.027124684,10818.75843611578,5822.4048,.068142615,-3888.18846552043,.37260568,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,raw,winsor,denom_ge2_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,242,3962.3398,3954.8311,.31957188,-.1399373910499374,.07801044,.07681793,873.8039562789506,2395.4124,.71628708,4084.617596392682,3861.2979,.29348126,-122.2778459307901,.22582269,0,0,1,0,0,,*,
moderator,pat_invent_apply,F1,count,raw,winsor,denom_ge2_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,242,3962.3398,3954.8311,.31957188,.0318380270332997,.045499776,.48622581,2118.715655770486,4924.9429,.66826683,4127.478176521267,3851.3616,.2872493,-165.1384260593754,.22669944,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,winsor,denom_ge3_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,203,8242.1592,6700.8525,.22312422,-.0686470240360301,.16300817,.67505217,2874.743000414882,3360.1096,.39538932,8439.50186193321,6529.3638,.20074414,-197.3425518468885,.30731088,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,winsor,denom_ge3_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,203,8242.1592,6700.8525,.22312422,-.0077446796058159,.047733862,.87161463,-19205.24853157815,9202.7012,.040822092,9445.600666239441,6393.7207,.14441773,-1203.44135615312,.33539549,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,raw,winsor,no_covid_denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,215,2375.8433,1520.299,.1221604,-.0845220296523646,.085680813,.32695001,-680.3803439910686,1662.1898,.68342102,2318.33603326982,1497.0269,.12551951,57.50712760970009,.22128318,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,winsor,no_covid_denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,215,2375.8433,1520.299,.1221604,.039646314633664,.028478032,.167827,174.5880866517682,3216.5935,.95685297,2308.600203738033,1467.796,.11980495,67.24295714148684,.22129606,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,asin,denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,299,3077.6565,1916.4631,.11218674,-.1371110587213651,.080991849,.094317645,-260.0536208888199,1214.5342,.83099312,3042.00021058016,1847.743,.10357007,35.65622728437984,.20608214,0,0,1,0,0,,*,
moderator,pat_invent_apply,F1,count,raw,asin,denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,299,3077.6565,1916.4631,.11218674,.0288562174351559,.036695309,.43394333,2630.323901955814,2307.1238,.2576097,2957.252667607982,1814.8027,.10708663,120.4037702565579,.2100578,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,asin,denom_ge3,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,250,3892.7141,2202.4312,.081572264,-.0337014581992221,.112438,.76528138,919.6085029813562,1778.676,.60679656,3923.706200975365,2195.3911,.07828933,-30.99214752287207,.26589748,0,0,0,0,0,*,,
moderator,pat_invent_apply,F1,count,raw,asin,denom_ge3,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,250,3892.7141,2202.4312,.081572264,.0475450683041105,.036382891,.19562022,-6982.529594269928,4944.606,.1623998,4174.184949494112,2258.5718,.068866059,-281.4708960416187,.2735661,0,0,0,0,0,*,,
mediated,pat_invent_apply,F1,count,raw,asin,interior,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,223,3334.884,2369.9954,.16430429,-.1048377824073023,.0707746,.14351349,-618.478836117755,3728.5588,.86878562,3270.044192018822,2267.3381,.15418804,64.83994964443218,.27320939,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,asin,interior,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,223,3334.884,2369.9954,.16430429,.0050325195187666,.021746386,.81773955,-16868.39692796086,8870.9844,.061808512,4256.480685980643,2706.9778,.12086449,-921.5965443173891,.29630497,0,0,0,0,0,,,*
mediated,pat_invent_apply,F1,count,raw,asin,interior_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,182,6930.5698,5660.0962,.2256449,-.1860925594831079,.08814428,.038999263,1009.056891872708,4483.7241,.82271892,7118.347950268011,5455.3955,.19701824,-187.7779796726609,.31325018,0,0,1,0,0,,**,
moderator,pat_invent_apply,F1,count,raw,asin,interior_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,182,6930.5698,5660.0962,.2256449,.0343805165470751,.069581181,.62306559,-33942.32114859216,15549.818,.033041447,10884.64293781651,5905.8242,.070348971,-3954.07296722116,.36944544,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,raw,asin,denom_ge2_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,242,3962.3398,3954.8311,.31957188,-.1564826804635013,.097320184,.11200033,566.7282005743066,1434.1405,.69382495,4051.022898382015,3910.835,.30355868,-88.68314792012279,.2257759,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,asin,denom_ge2_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,242,3962.3398,3954.8311,.31957188,.0402175165438799,.06008729,.50532079,4098.465173918163,3217.8972,.20667005,4411.852868255679,3878.4094,.25888547,-449.5131177937869,.23350137,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,asin,denom_ge3_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,203,8242.1592,6700.8525,.22312422,-.0421618474776426,.2158452,.84574103,2342.221674990289,2214.7104,.29416406,8340.91170310609,6539.5391,.2066866,-98.75239301976944,.30799162,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,asin,denom_ge3_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,203,8242.1592,6700.8525,.22312422,-.001961031031729,.059101332,.9736321,-11449.75110832264,6746.5381,.094455965,8899.081382494296,6415.7588,.17015976,-656.9220724079751,.32397592,0,0,0,0,0,,,*
mediated,pat_invent_apply,F1,count,raw,asin,no_covid_denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,215,2375.8433,1520.299,.1221604,-.0913833492615077,.10569241,.38990086,-273.6547500525299,950.19031,.77411067,2350.835673278403,1510.8507,.12376405,25.00748760111674,.22100693,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,asin,no_covid_denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,215,2375.8433,1520.299,.1221604,.054488494426463,.039582282,.17257842,1410.093234872912,2098.6243,.50362432,2269.502562884981,1471.5258,.12705345,106.3405979945387,.22297198,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,asin_w,denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,299,3077.6565,1916.4631,.11218674,-.1371110587213651,.080991849,.094317645,-260.0536208888199,1214.5342,.83099312,3042.00021058016,1847.743,.10357007,35.65622728437984,.20608214,0,0,1,0,0,,*,
moderator,pat_invent_apply,F1,count,raw,asin_w,denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,299,3077.6565,1916.4631,.11218674,.0288562174351559,.036695309,.43394333,2630.323901955814,2307.1238,.2576097,2957.252667607982,1814.8027,.10708663,120.4037702565579,.2100578,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,asin_w,denom_ge3,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,250,3892.7141,2202.4312,.081572264,-.0337014581992221,.112438,.76528138,919.6085029813562,1778.676,.60679656,3923.706200975365,2195.3911,.07828933,-30.99214752287207,.26589748,0,0,0,0,0,*,,
moderator,pat_invent_apply,F1,count,raw,asin_w,denom_ge3,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,250,3892.7141,2202.4312,.081572264,.0475450683041105,.036382891,.19562022,-6982.529594269928,4944.606,.1623998,4174.184949494112,2258.5718,.068866059,-281.4708960416187,.2735661,0,0,0,0,0,*,,
mediated,pat_invent_apply,F1,count,raw,asin_w,interior,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,223,3334.884,2369.9954,.16430429,-.1048377824073023,.0707746,.14351349,-618.478836117755,3728.5588,.86878562,3270.044192018822,2267.3381,.15418804,64.83994964443218,.27320939,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,asin_w,interior,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,223,3334.884,2369.9954,.16430429,.0050325195187666,.021746386,.81773955,-16868.39692796086,8870.9844,.061808512,4256.480685980643,2706.9778,.12086449,-921.5965443173891,.29630497,0,0,0,0,0,,,*
mediated,pat_invent_apply,F1,count,raw,asin_w,interior_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,182,6930.5698,5660.0962,.2256449,-.1860925594831079,.08814428,.038999263,1009.056891872708,4483.7241,.82271892,7118.347950268011,5455.3955,.19701824,-187.7779796726609,.31325018,0,0,1,0,0,,**,
moderator,pat_invent_apply,F1,count,raw,asin_w,interior_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,182,6930.5698,5660.0962,.2256449,.0343805165470751,.069581181,.62306559,-33942.32114859216,15549.818,.033041447,10884.64293781651,5905.8242,.070348971,-3954.07296722116,.36944544,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,raw,asin_w,denom_ge2_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,242,3962.3398,3954.8311,.31957188,-.1564826804635013,.097320184,.11200033,566.7282005743066,1434.1405,.69382495,4051.022898382015,3910.835,.30355868,-88.68314792012279,.2257759,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,asin_w,denom_ge2_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,242,3962.3398,3954.8311,.31957188,.0402175165438799,.06008729,.50532079,4098.465173918163,3217.8972,.20667005,4411.852868255679,3878.4094,.25888547,-449.5131177937869,.23350137,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,raw,asin_w,denom_ge3_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,203,8242.1592,6700.8525,.22312422,-.0421618474776426,.2158452,.84574103,2342.221674990289,2214.7104,.29416406,8340.91170310609,6539.5391,.2066866,-98.75239301976944,.30799162,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,asin_w,denom_ge3_debt_trim,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,203,8242.1592,6700.8525,.22312422,-.001961031031729,.059101332,.9736321,-11449.75110832264,6746.5381,.094455965,8899.081382494296,6415.7588,.17015976,-656.9220724079751,.32397592,0,0,0,0,0,,,*
mediated,pat_invent_apply,F1,count,raw,asin_w,no_covid_denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,215,2375.8433,1520.299,.1221604,-.0913833492615077,.10569241,.38990086,-273.6547500525299,950.19031,.77411067,2350.835673278403,1510.8507,.12376405,25.00748760111674,.22100693,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,raw,asin_w,no_covid_denom_ge2,F1_pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,215,2375.8433,1520.299,.1221604,.054488494426463,.039582282,.17257842,1410.093234872912,2098.6243,.50362432,2269.502562884981,1471.5258,.12705345,106.3405979945387,.22297198,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,winsor,raw,denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,299,2665.0127,1704.3182,.12179089,-.0983625184201898,.058853928,.098522007,-378.5835885433921,2125.5715,.85908198,2627.774146512423,1619.2106,.10850233,37.23843520166793,.20715377,0,0,1,0,0,,*,
moderator,pat_invent_apply,F1,count,winsor,raw,denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,299,2665.0127,1704.3182,.12179089,.022540667571084,.02604036,.38926339,1050.321299158393,3758.9097,.78063339,2592.442842474836,1628.3529,.11526553,72.56973923925489,.20741346,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,winsor,raw,denom_ge3,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,250,3364.4307,1925.7717,.085077159,-.0292501583475867,.08086127,.71865726,1256.127160799507,2846.3101,.66036284,3401.172600255,1886.9153,.075833358,-36.74191835808278,.26969042,0,0,0,0,0,*,,
moderator,pat_invent_apply,F1,count,winsor,raw,denom_ge3,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,250,3364.4307,1925.7717,.085077159,.0334290431154505,.026107268,.20467475,-12704.74233794224,6736.8604,.063524298,3837.605206713767,1898.7661,.047150616,-473.17452481685,.28467909,0,0,0,0,0,*,,*
mediated,pat_invent_apply,F1,count,winsor,raw,interior,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,223,2892.3203,2095.4924,.17238545,-.0815760004840349,.062411703,.19594221,-965.1886979725087,4191.6631,.81863278,2813.583975535253,2002.0265,.16482419,78.73623369299185,.27544612,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,winsor,raw,interior,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,223,2892.3203,2095.4924,.17238545,.003327073684265,.020365151,.87074935,-20381.54319696839,9933.4902,.044350825,3858.481754601969,2298.8423,.098214373,-966.161545373724,.30365691,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,winsor,raw,interior_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,182,6269.4189,5120.144,.2256449,-.1568919361424755,.07361722,.037250619,924.8209758106167,4900.5518,.85096169,6414.51593578253,4902.8101,.19583395,-145.0969534801015,.31318602,0,0,1,0,0,,**,
moderator,pat_invent_apply,F1,count,winsor,raw,interior_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,182,6269.4189,5120.144,.2256449,.0294004145233137,.057930563,.61368805,-37154.95886231278,16395.625,.027124684,9786.688510772241,5266.9688,.068142615,-3517.269528469813,.37260568,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,winsor,raw,denom_ge2_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,242,3584.3472,3577.5547,.31957188,-.1265878765389616,.070568524,.07681793,873.803956278957,2395.4124,.71628708,3694.960039783136,3492.9443,.29348126,-110.6129873366949,.22582269,0,0,1,0,0,,*,
moderator,pat_invent_apply,F1,count,winsor,raw,denom_ge2_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,242,3584.3472,3577.5547,.31957188,.0288007958780455,.041159261,.48622581,2118.715655770488,4924.9429,.66826683,3733.731877567147,3483.9558,.2872493,-149.384825120706,.22669944,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,winsor,raw,denom_ge3_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,203,7455.8877,6061.6157,.22312422,-.0620983493992602,.14745778,.67505217,2874.743000414882,3360.1096,.39538932,7634.404298472724,5906.4863,.20074414,-178.516795272837,.30731088,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,winsor,raw,denom_ge3_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,203,7455.8877,6061.6157,.22312422,-.0070058655404328,.043180227,.87161463,-19205.24853157804,9202.7012,.040822092,8544.524962220514,5783.7832,.14441773,-1088.637459020627,.33539549,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,winsor,raw,no_covid_denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,215,2233.2288,1288.3787,.086982585,-.0718233790336812,.078645259,.36392137,-566.0471737299263,1664.9417,.73478526,2192.573297470923,1274.1917,.089259833,40.65542070974107,.22577628,0,0,0,0,0,*,,
moderator,pat_invent_apply,F1,count,winsor,raw,no_covid_denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,215,2233.2288,1288.3787,.086982585,.0441417273383757,.029828414,.14293976,371.6194581720495,3294.8728,.91048902,2170.819877528945,1240.6631,.084098637,62.40884065171895,.22583444,0,0,0,0,0,*,,
mediated,pat_invent_apply,F1,count,winsor,winsor,denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,299,2665.0127,1704.3182,.12179089,-.0983625184201898,.058853928,.098522007,-378.5835885433921,2125.5715,.85908198,2627.774146512423,1619.2106,.10850233,37.23843520166793,.20715377,0,0,1,0,0,,*,
moderator,pat_invent_apply,F1,count,winsor,winsor,denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,299,2665.0127,1704.3182,.12179089,.022540667571084,.02604036,.38926339,1050.321299158393,3758.9097,.78063339,2592.442842474836,1628.3529,.11526553,72.56973923925489,.20741346,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,winsor,winsor,denom_ge3,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,250,3364.4307,1925.7717,.085077159,-.0292501583475867,.08086127,.71865726,1256.127160799507,2846.3101,.66036284,3401.172600255,1886.9153,.075833358,-36.74191835808278,.26969042,0,0,0,0,0,*,,
moderator,pat_invent_apply,F1,count,winsor,winsor,denom_ge3,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,250,3364.4307,1925.7717,.085077159,.0334290431154505,.026107268,.20467475,-12704.74233794224,6736.8604,.063524298,3837.605206713767,1898.7661,.047150616,-473.17452481685,.28467909,0,0,0,0,0,*,,*
mediated,pat_invent_apply,F1,count,winsor,winsor,interior,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,223,2892.3203,2095.4924,.17238545,-.0815760004840349,.062411703,.19594221,-965.1886979725087,4191.6631,.81863278,2813.583975535253,2002.0265,.16482419,78.73623369299185,.27544612,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,winsor,winsor,interior,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,223,2892.3203,2095.4924,.17238545,.003327073684265,.020365151,.87074935,-20381.54319696839,9933.4902,.044350825,3858.481754601969,2298.8423,.098214373,-966.161545373724,.30365691,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,winsor,winsor,interior_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,182,6269.4189,5120.144,.2256449,-.1568919361424755,.07361722,.037250619,924.8209758106167,4900.5518,.85096169,6414.51593578253,4902.8101,.19583395,-145.0969534801015,.31318602,0,0,1,0,0,,**,
moderator,pat_invent_apply,F1,count,winsor,winsor,interior_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,182,6269.4189,5120.144,.2256449,.0294004145233137,.057930563,.61368805,-37154.95886231278,16395.625,.027124684,9786.688510772241,5266.9688,.068142615,-3517.269528469813,.37260568,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,winsor,winsor,denom_ge2_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,242,3584.3472,3577.5547,.31957188,-.1265878765389616,.070568524,.07681793,873.803956278957,2395.4124,.71628708,3694.960039783136,3492.9443,.29348126,-110.6129873366949,.22582269,0,0,1,0,0,,*,
moderator,pat_invent_apply,F1,count,winsor,winsor,denom_ge2_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,242,3584.3472,3577.5547,.31957188,.0288007958780455,.041159261,.48622581,2118.715655770488,4924.9429,.66826683,3733.731877567147,3483.9558,.2872493,-149.384825120706,.22669944,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,winsor,winsor,denom_ge3_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,203,7455.8877,6061.6157,.22312422,-.0620983493992602,.14745778,.67505217,2874.743000414882,3360.1096,.39538932,7634.404298472724,5906.4863,.20074414,-178.516795272837,.30731088,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,winsor,winsor,denom_ge3_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,203,7455.8877,6061.6157,.22312422,-.0070058655404328,.043180227,.87161463,-19205.24853157804,9202.7012,.040822092,8544.524962220514,5783.7832,.14441773,-1088.637459020627,.33539549,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,winsor,winsor,no_covid_denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,215,2233.2288,1288.3787,.086982585,-.0718233790336812,.078645259,.36392137,-566.0471737299263,1664.9417,.73478526,2192.573297470923,1274.1917,.089259833,40.65542070974107,.22577628,0,0,0,0,0,*,,
moderator,pat_invent_apply,F1,count,winsor,winsor,no_covid_denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,215,2233.2288,1288.3787,.086982585,.0441417273383757,.029828414,.14293976,371.6194581720495,3294.8728,.91048902,2170.819877528945,1240.6631,.084098637,62.40884065171895,.22583444,0,0,0,0,0,*,,
mediated,pat_invent_apply,F1,count,winsor,asin,denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,299,2665.0127,1704.3182,.12179089,-.1211457990702613,.074604437,.10829508,-237.4203890217997,1214.8518,.84554452,2636.250098970476,1646.49,.11324053,28.76248274361524,.20713858,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,winsor,asin,denom_ge2,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,299,2665.0127,1704.3182,.12179089,.034397821545142,.038237542,.37100914,2673.898221485781,2326.1589,.25373644,2535.434489062753,1622.5062,.12203006,129.578092651338,.2112429,0,0,0,0,0,,,
mediated,pat_invent_apply,F1,count,winsor,asin,denom_ge3,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,250,3364.4307,1925.7717,.085077159,-.0231718634313564,.10244237,.82171917,987.5048037211218,1783.1515,.58150774,3387.313008346554,1901.5465,.079256736,-22.88232644963682,.26984107,0,0,0,0,0,*,,
moderator,pat_invent_apply,F1,count,winsor,asin,denom_ge3,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,250,3364.4307,1925.7717,.085077159,.0522029324594846,.038686048,.18161981,-7004.247754796007,4933.0122,.16014735,3618.539046431032,1894.3804,.060271684,-254.108364534115,.27755752,0,0,0,0,0,*,,
mediated,pat_invent_apply,F1,count,winsor,asin,interior,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,223,2892.3203,2095.4924,.17238545,-.0932089109880107,.065951571,.16249155,-713.3106878079657,3739.3418,.84932834,2825.833296821548,2007.9757,.16425185,66.48691240669677,.27536815,0,0,0,0,0,,,
moderator,pat_invent_apply,F1,count,winsor,asin,interior,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,223,2892.3203,2095.4924,.17238545,.0041940807466079,.02222088,.85089934,-17452.76190634095,8985.2471,.056564305,3786.350662764753,2287.8606,.10290362,-894.030453536508,.29993704,0,0,0,0,0,,,*
mediated,pat_invent_apply,F1,count,winsor,asin,interior_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,182,6269.4189,5120.144,.2256449,-.1683400109714806,.079735637,.038999263,1009.056891872717,4483.7241,.82271892,6439.283630551127,4934.9707,.19701824,-169.8646482486993,.31325018,0,0,1,0,0,,**,
moderator,pat_invent_apply,F1,count,winsor,asin,interior_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,182,6269.4189,5120.144,.2256449,.0311007412054276,.062943392,.62306559,-33942.32114859219,15549.818,.033041447,9846.28787234781,5342.4302,.070348971,-3576.868890045382,.36944544,0,0,0,0,0,,,**
mediated,pat_invent_apply,F1,count,winsor,asin,denom_ge2_debt_trim,F1_pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,242,3584.3472,3577.5547,.31957188,-.1415548059484022,.088036194,.11200033,566.7282005743092,1434.1405,.69382495,3664.570152904222,3537.7556,.30355868,-80.22310045778113,.2257759,0,0,0,0,0,,,
