spec,path,xform,xvar,dform,dvar,mtransform,meaning,mvar,yform,yrole,yvar,a_xd,se_a,p_a,beta_xd,se_beta,p_beta,c_xd,se_cxd,p_cxd,c_m,se_m,p_m,attenuation,N,r2_m,r2_base,r2_y,first_neg10,first_neg05,m_pos10,m_pos05,m_pos01,chain10,chain05
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,count,invent,pat_invent_apply,-3.52192454140e-08,2.9073437e-08,.22729139,-.0068074500847338,.0020671226,.0011867386,-.0068029317652232,.0020797139,.0012779606,128.2912071947652,1449.9104,.92958915,.0006637315668005,944,.60251683,.68032646,.68033916,0,0,0,0,0,0,0
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,count,utility,pat_utility_apply,-3.52192454140e-08,2.9073437e-08,.22729139,-.0078058889829428,.0048887706,.11203983,-.0077244198370707,.0048531778,.11317715,2313.199641684391,1642.837,.16079395,.0104368824678645,944,.60251683,.55534858,.55769259,0,0,0,0,0,0,0
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,count,total,pat_apply_total,-3.52192454140e-08,2.9073437e-08,.22729139,-.0226924988163223,.0080336053,.0052517788,-.0225465869182215,.0079577519,.0051184958,4142.959236785657,3323.2617,.21410033,.006429961692707,944,.60251683,.66401464,.6662069,0,0,0,0,0,0,0
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,logy,invent,lny_invent,-3.52192454140e-08,2.9073437e-08,.22729139,8.70128205818e-08,8.3583309e-08,.29921973,9.41455430746e-08,8.4007439e-08,.26387635,.2025234331114547,.12653862,.11119684,-.0819732361870346,944,.60251683,.41087061,.41462678,0,0,0,0,0,0,0
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,logy,utility,lny_utility,-3.52192454140e-08,2.9073437e-08,.22729139,1.70638668912e-08,6.9907870e-08,.80743098,2.02537999306e-08,7.0560624e-08,.77440208,.0905735770845706,.081532799,.26805946,-.1869408065421171,944,.60251683,.79001749,.79059446,0,0,0,0,0,0,0
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,logy,total,lny_total,-3.52192454140e-08,2.9073437e-08,.22729139,-2.13601435227e-09,6.5798623e-08,.9741379,3.51428394094e-09,6.6823134e-08,.95811468,.1604321224598674,.088388301,.071130618,-.6452529624640627,944,.60251683,.69871151,.701765,0,0,1,0,0,0,0
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,wcount,invent,w_pat_invent_apply,-3.52192454140e-08,2.9073437e-08,.22729139,.002082471424315,.0025345767,.41234797,.0020498811242004,.0025511796,.4227151,-925.3548658275553,970.20654,.3414441,.0156498186405533,944,.60251683,.26095113,.2628662,0,0,0,0,0,0,0
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,wcount,utility,w_pat_utility_apply,-3.52192454140e-08,2.9073437e-08,.22729139,.0003033865190289,.0026483268,.90891987,.0002968570099659,.002657373,.91117388,-185.3960522502632,1209.4537,.87833738,.0215220804269698,944,.60251683,.52122152,.52124715,0,0,0,0,0,0,0
ctrl,fd2_level_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_level,same_direction,fin_dev_2,wcount,total,w_pat_apply_total,-3.52192454140e-08,2.9073437e-08,.22729139,-.0008772470268907,.0054944605,.8733229,-.0008825128667011,.0055256067,.87328118,-149.5159748188587,1931.2533,.9383738,-.0060026875544167,944,.60251683,.43193671,.43194368,0,0,0,0,0,0,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,count,invent,pat_invent_apply,-2.28274893440e-08,9.5849657e-09,.018252691,-.0068074500847338,.0020671226,.0011867386,-.0068390758287352,.0020890923,.0012668349,-1385.423667261127,3575.2017,.6988247,-.0046457548138762,944,.6754936,.68032646,.68049133,1,1,0,0,0,0,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,count,utility,pat_utility_apply,-2.28274893440e-08,9.5849657e-09,.018252691,-.0078058889829428,.0048887706,.11203983,-.0077575084182824,.004871489,.11299516,2119.39928790469,3675.9321,.56493688,.0061979570509026,944,.6754936,.55534858,.55556715,1,1,0,0,0,0,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,count,total,pat_apply_total,-2.28274893440e-08,9.5849657e-09,.018252691,-.0226924988163223,.0080336053,.0052517788,-.022625656804576,.0079892036,.0051378016,2928.136806415336,6281.3394,.64164627,.0029455553699639,944,.6754936,.66401464,.66413629,1,1,0,0,0,0,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,logy,invent,lny_invent,-2.28274893440e-08,9.5849657e-09,.018252691,8.70128205818e-08,8.3583309e-08,.29921973,1.05187865273e-07,8.4800568e-08,.21639293,.7961911368178676,.42831481,.064630687,-.2088777788147496,944,.6754936,.41087061,.41731942,1,1,1,0,0,1,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,logy,utility,lny_utility,-2.28274893440e-08,9.5849657e-09,.018252691,1.70638668912e-08,6.9907870e-08,.80743098,2.51319764970e-08,7.2131357e-08,.72792125,.3534383253527644,.2555081,.16824716,-.4728183627545731,944,.6754936,.79001749,.79099351,1,1,0,0,0,0,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,logy,total,lny_total,-2.28274893440e-08,9.5849657e-09,.018252691,-2.13601435227e-09,6.5798623e-08,.9741379,1.01962197458e-08,6.8463748e-08,.8817721,.5402361123564783,.27666739,.0523692,-3.773479042857065,944,.6754936,.69871151,.70255762,1,1,1,0,0,1,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,wcount,invent,w_pat_invent_apply,-2.28274893440e-08,9.5849657e-09,.018252691,.002082471424315,.0025345767,.41234797,.0020084071310067,.002538848,.42991596,-3244.522084410008,2608.5137,.21513946,.0355655748470631,944,.6754936,.26095113,.2635664,1,1,0,0,0,0,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,wcount,utility,w_pat_utility_apply,-2.28274893440e-08,9.5849657e-09,.018252691,.0003033865190289,.0026483268,.90891987,.0002791374926698,.0026518558,.91628259,-1062.273033778307,3487.7375,.76103324,.0799278307969873,944,.6754936,.52122152,.52131504,1,1,0,0,0,0,0
ctrl,fd2_log_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,wcount,total,w_pat_apply_total,-2.28274893440e-08,9.5849657e-09,.018252691,-.0008772470268907,.0054944605,.8733229,-.0009440628097723,.0055192597,.86437231,-2926.987802935875,5202.0596,.57434803,-.0761652998910159,944,.6754936,.43193671,.43223336,1,1,0,0,0,0,0
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,count,invent,pat_invent_apply,-3.28795816914e-08,1.3351454e-08,.01470758,-.0068074500847338,.0020671226,.0011867386,-.0068474972957693,.0020885391,.0012462437,-1217.996366599698,2532.2556,.6310901,-.0058828504854176,944,.68186265,.68032646,.68056113,1,1,0,0,0,0,0
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,count,utility,pat_utility_apply,-3.28795816914e-08,1.3351454e-08,.01470758,-.0078058889829428,.0048887706,.11203983,-.0077714438623072,.0048725475,.11243153,1047.614320611626,2626.8752,.69049591,.0044127095210923,944,.68186265,.55534858,.55544692,1,1,0,0,0,0,0
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,count,total,pat_apply_total,-3.28795816914e-08,1.3351454e-08,.01470758,-.0226924988163223,.0080336053,.0052517788,-.0226565702455078,.0079903686,.0050848667,1092.731992509882,4266.4673,.79814196,.0015832796161118,944,.68186265,.66401464,.66404587,1,1,0,0,0,0,0
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,logy,invent,lny_invent,-3.28795816914e-08,1.3351454e-08,.01470758,8.70128205818e-08,8.3583309e-08,.29921973,1.06926948142e-07,8.4911420e-08,.20951703,.6056685193533961,.31994745,.0599158,-.2288642918002398,944,.68186265,.41087061,.41774258,1,1,1,0,0,1,0
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,logy,utility,lny_utility,-3.28795816914e-08,1.3351454e-08,.01470758,1.70638668912e-08,6.9907870e-08,.80743098,2.59937033069e-08,7.2346275e-08,.71978366,.271592154045794,.18913579,.15270138,-.5233184525302904,944,.68186265,.79001749,.79107875,1,1,0,0,0,0,0
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,logy,total,lny_total,-3.28795816914e-08,1.3351454e-08,.01470758,-2.13601435227e-09,6.5798623e-08,.9741379,1.11456865378e-08,6.8679334e-08,.87125784,.4039498134366048,.20449372,.049713906,-4.217982981242455,944,.68186265,.69871151,.70267135,1,1,1,1,0,1,1
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,wcount,invent,w_pat_invent_apply,-3.28795816914e-08,1.3351454e-08,.01470758,.002082471424315,.0025345767,.41234797,.0020037776123933,.0025365308,.43055797,-2393.394558979272,1885.7178,.20595631,.0377886635095483,944,.68186265,.26095113,.2635718,1,1,0,0,0,0,0
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,wcount,utility,w_pat_utility_apply,-3.28795816914e-08,1.3351454e-08,.01470758,.0003033865190289,.0026483268,.90891987,.0002773419830628,.0026501485,.91676575,-792.1188356504946,2552.1748,.75662887,.085846055551271,944,.68186265,.52122152,.52131724,1,1,0,0,0,0,0
ctrl,fd2_asinh_raw,rawfund,fund_est_scale_cum,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,wcount,total,w_pat_apply_total,-3.28795816914e-08,1.3351454e-08,.01470758,-.0008772470268907,.0054944605,.8733229,-.0009546079037612,.0055142879,.86274999,-2352.854656017927,3780.8411,.53450441,-.0881859664371961,944,.68186265,.43193671,.43228969,1,1,0,0,0,0,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,count,invent,pat_invent_apply,-.0013186617882883,.00064250646,.041541945,199.4501838856406,58.568851,.00081026816,186.5180415958783,53.92952,.00067398173,-9807.019817074224,5687.7866,.086337753,.0648389589712151,944,.67100263,.11227908,.12065473,1,1,0,0,0,0,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,count,utility,pat_utility_apply,-.0013186617882883,.00064250646,.041541945,263.6563771926434,64.897491,.000071618051,258.6698025221224,64.41008,.000085980537,-3781.541798518082,4704.0845,.42249528,.0189131578140343,944,.67100263,.30883119,.30953667,1,1,0,0,0,0,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,count,total,pat_apply_total,-.0013186617882883,.00064250646,.041541945,428.7678143287236,114.02618,.00022755208,412.1339871521635,109.41625,.0002222036,-12614.17243169772,9345.8965,.17876092,.0387944864812251,944,.67100263,.19898151,.20127027,1,1,0,0,0,0,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,logy,invent,lny_invent,-.0013186617882883,.00064250646,.041541945,-.0013794471233111,.0042713154,.74709326,-.0005117109196887,.0042582583,.90447962,.6580430337249336,.41351068,.11323658,.6290463686201904,944,.67100263,.41122493,.41569096,1,1,0,0,0,0,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,logy,utility,lny_utility,-.0013186617882883,.00064250646,.041541945,-.0052632960982878,.0029481219,.075850189,-.0048155882982916,.0030410034,.1150036,.3395167767599315,.25171486,.17904514,.0850622483773595,944,.67100263,.79097712,.7918902,1,1,0,0,0,0,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,logy,total,lny_total,-.0013186617882883,.00064250646,.041541945,-.0069441343647075,.0032020784,.031386845,-.0063436891358747,.003234114,.051322132,.4553443757646242,.26670527,.089445047,.0864679738751152,944,.67100263,.70319057,.70596075,1,1,1,0,0,1,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,wcount,invent,w_pat_invent_apply,-.0013186617882883,.00064250646,.041541945,154.888388405417,51.119896,.0027964707,147.8854792531078,49.546333,.0032212327,-5310.618093665322,2864.7334,.06536115,.0452126155123986,944,.67100263,.18514095,.19224447,1,1,0,0,0,0,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,wcount,utility,w_pat_utility_apply,-.0013186617882883,.00064250646,.041541945,237.6913563371514,62.49894,.0001939452,231.7889308012236,62.404972,.000269696,-4476.072324495897,4319.8901,.30148268,.024832310383031,944,.67100263,.42916015,.43084323,1,1,0,0,0,0,0
ctrl,fd2_log_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_log,same_direction,ln_fin_dev_2,wcount,total,w_pat_apply_total,-.0013186617882883,.00064250646,.041541945,353.4269683380895,102.87991,.00073062908,342.8236398294307,101.71485,.00091351895,-8040.976543668667,6659.7798,.22882195,.0300014697761139,944,.67100263,.33681455,.33908439,1,1,0,0,0,0,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,count,invent,pat_invent_apply,-.0018151889090953,.00086516188,.037255049,199.4501838856406,58.568851,.00081026816,186.6322778906523,54.13839,.00070085592,-7061.472186592876,3945.6667,.0751414,.0642662029448806,944,.67782086,.11227908,.12026668,1,1,0,0,0,0,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,count,utility,pat_utility_apply,-.0018151889090953,.00086516188,.037255049,263.6563771926434,64.897491,.000071618051,258.3182777975601,64.40416,.000087702683,-2940.79551077901,3475.8789,.39861336,.0202464262458668,944,.67782086,.30883119,.30961597,1,1,0,0,0,0,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,count,total,pat_apply_total,-.0018151889090953,.00086516188,.037255049,428.7678143287236,114.02618,.00022755208,411.5521793379482,109.53885,.00023020472,-9484.211204968118,6671.5259,.15682729,.040151416257137,944,.67782086,.19898151,.20136145,1,1,0,0,0,0,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,logy,invent,lny_invent,-.0018151889090953,.00086516188,.037255049,-.0013794471233111,.0042713154,.74709326,-.0004637159142186,.0042579011,.91339415,.5044825937972859,.30956382,.10487569,.6638392973660571,944,.67782086,.41122493,.41605315,1,1,0,0,0,0,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,logy,utility,lny_utility,-.0018151889090953,.00086516188,.037255049,-.0052632960982878,.0029481219,.075850189,-.0047915531509593,.0030416616,.11689395,.2598864200661271,.18624695,.1645721,.0896288064587463,944,.67782086,.79097712,.79196125,1,1,0,0,0,0,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,logy,total,lny_total,-.0018151889090953,.00086516188,.037255049,-.0069441343647075,.0032020784,.031386845,-.0063246843350531,.0032340446,.052011471,.3412592631822299,.19744185,.085584313,.0892047873962053,944,.67782086,.70319057,.7060526,1,1,1,0,0,1,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,wcount,invent,w_pat_invent_apply,-.0018151889090953,.00086516188,.037255049,154.888388405417,51.119896,.0027964707,147.8903069471706,49.541973,.0032176203,-3855.290996535617,2075.342,.064805768,.0451814466551817,944,.67782086,.18514095,.19202714,1,1,0,0,0,0,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,wcount,utility,w_pat_utility_apply,-.0018151889090953,.00086516188,.037255049,237.6913563371514,62.49894,.0001939452,231.9722597884381,62.401443,.00026659059,-3150.689451691118,3144.1138,.31760836,.0240610202947434,944,.67782086,.42916015,.43069407,1,1,0,0,0,0,0
ctrl,fd2_asinh_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd2_asinh,same_direction,asinh_fin_dev_2,wcount,total,w_pat_apply_total,-.0018151889090953,.00086516188,.037255049,353.4269683380895,102.87991,.00073062908,342.779892978362,101.67271,.00091050519,-5865.546724298809,4829.395,.22608536,.0301252488167299,944,.67782086,.33681455,.3390362,1,1,0,0,0,0,0
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,count,invent,pat_invent_apply,-.0010323597800309,.00044966812,.022832118,188.2654492026596,67.053658,.0055372836,188.9987249192313,66.399612,.0049325079,710.290860565837,4259.0552,.86773568,-.0038949032851075,782,.20069142,.079964779,.080006719,1,1,0,0,0,0,0
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,count,utility,pat_utility_apply,-.0010323597800309,.00044966812,.022832118,346.4809564800395,86.077133,.000083585779,357.8230972523754,86.966438,.000058852671,10986.61628603606,5131.0005,.033593666,-.0327352501204184,782,.20069142,.30584621,.31113091,1,1,1,1,0,1,1
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,count,total,pat_apply_total,-.0010323597800309,.00044966812,.022832118,530.5289412585039,143.71091,.00029474476,545.1823837091175,144.3157,.00021459909,14194.12372901185,10824.774,.19143002,-.0276204393597326,782,.20069142,.19457467,.19730884,1,1,0,0,0,0,0
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,logy,invent,lny_invent,-.0010323597800309,.00044966812,.022832118,-.002936908745765,.0071013025,.67967629,-.0034831838593681,.0071606352,.62724721,-.529151875314922,.34216252,.12373225,-.1860034345264411,782,.20069142,.24533087,.24830242,1,1,0,0,0,0,0
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,logy,utility,lny_utility,-.0010323597800309,.00044966812,.022832118,-.0078910914072229,.0035731615,.028469957,-.008238294241452,.0035528725,.021524686,-.3363196057664298,.21536472,.12012235,-.0439993425892014,782,.20069142,.79292291,.79383969,1,1,0,0,0,0,0
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,logy,total,lny_total,-.0010323597800309,.00044966812,.022832118,-.0099940496482,.0040260111,.013962189,-.0104393117490044,.0040444387,.010638863,-.4313051606786545,.23680772,.070207633,-.044552720516512,782,.20069142,.63426727,.63700265,1,1,0,0,0,0,0
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,wcount,invent,w_pat_invent_apply,-.0010323597800309,.00044966812,.022832118,133.373195726462,57.207817,.020834463,133.2651758219951,57.377922,.021313719,-104.6339721445114,1573.5729,.94705749,.0008099071472234,782,.20069142,.11607684,.11607989,1,1,0,0,0,0,0
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,wcount,utility,w_pat_utility_apply,-.0010323597800309,.00044966812,.022832118,310.6960409380941,84.493538,.00031074381,317.7874495011477,85.227951,.00025729503,6869.125183123158,3194.4895,.032857887,-.0228242643248438,782,.20069142,.4166275,.42029661,1,1,1,1,0,1,1
ctrl,fd1_dlog_logfund,logfund,ln_fund,ln_debt_l1,ln_debt_pressure_l1,fd1_dlog,change,d_ln_fin_dev_1,wcount,total,w_pat_apply_total,-.0010323597800309,.00044966812,.022832118,426.7224406829376,132.08716,.0014673432,435.2205525156338,132.534,.0012292612,8231.734708264275,4338.7441,.059385583,-.0199148463321864,782,.20069142,.31208473,.31455064,1,1,1,0,0,1,0
ctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,count,invent,pat_invent_apply,-.0027256706836691,.0010891533,.013211156,-477.7344410562591,438.55087,.27744082,-483.8633006451044,435.92365,.2684752,-2248.569361503009,3718.2214,.54610282,-.012829009303358,784,.1597448,.36188647,.36228803,1,1,0,0,0,0,0
ctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,count,utility,pat_utility_apply,-.0027256706836691,.0010891533,.013211156,-1567.703295545736,580.2583,.0075500184,-1552.681036758344,580.93988,.0082077691,5511.399039288883,4042.1108,.17441067,.0095823354011399,784,.1597448,.55987191,.56119186,1,1,0,0,0,0,0
ctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,count,total,pat_apply_total,-.0027256706836691,.0010891533,.013211156,-2985.191314322536,1010.0868,.0035361673,-2973.32603239119,1008.2217,.0036056654,4353.16049089741,7713.2651,.57319498,.003974714074243,784,.1597448,.53378987,.53404051,1,1,0,0,0,0,0
ctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,logy,invent,lny_invent,-.0027256706836691,.0010891533,.013211156,.0100890288422253,.013817894,.46624199,.0087585136624136,.013768805,.52550203,-.4881423085273962,.38587272,.20747629,.1318774285036335,784,.1597448,.2211751,.22356661,1,1,0,0,0,0,0
ctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,logy,utility,lny_utility,-.0027256706836691,.0010891533,.013211156,-.009841832904727,.0084438799,.24531841,-.0107693416609948,.0085812397,.21109268,-.3402864336564985,.2291542,.13928254,-.0942414655122158,784,.1597448,.772829,.77378833,1,1,0,0,0,0,0
ctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,logy,total,lny_total,-.0027256706836691,.0010891533,.013211156,-.0059774187281393,.0069336821,.38977557,-.0071710925549389,.0069072917,.30055818,-.4379376547399906,.25910825,.092706971,-.1996972072878624,784,.1597448,.5952062,.59805936,1,1,0,0,0,0,0
